College Name,State,District/City,Departments,Department Count
"MET Bhujbal Knowledge City (MET League of Colleges), Adgaon, Nashik",Maharashtra,Nashik,Architecture; Civil Engineering; Computer Engineering; Electrical Engineering; Engineering/BTech; Information Technology; Interior Design; MBA (IT); MCA; Mechanical Engineering,10
"MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik.",Maharashtra,Nashik,Engineering/BTech,1
"MET's Institute of Technology Polytechnic, Bhujbal Knowledge City, Adgaon Nashik",Maharashtra,Nashik,Civil Engineering; Computer Engineering; Electrical Engineering; Engineering/BTech; Information Technology; Mechanical Engineering,6
"MET's School of Architecture & Interior Design, Govardhan, Nashik",Maharashtra,Nashik,Architecture,1
"Metropolitan Institute of Technology & Management, Sukhalwad, Sindhudurg.",Maharashtra,Sindhudurg,Civil Engineering; Engineering/BTech; Mechanical Engineering,3
METs Mumbai Education Institute Of Pharmacy,Maharashtra,Mumbai,Education; Pharmacy,2
"Mgm Institute Of Fashion Designing, Place- Aurangabad City (Municipal Corp. Area) , Taluka - Aurangabad City",Maharashtra,Aurangabad,Fashion Design; Textile Design,2
MGM Institute Of Management,Maharashtra,Aurangabad,Management,1
"Mgm'S Dr. G. Y. Pathrikar College Of Computer Science And Information Technology, Aurangabad",Maharashtra,Aurangabad,Computer Science; Information Technology; Science,3
"MGM'S Jawaharlal Nehru Engineering College, Aurangabad",Maharashtra,Aurangabad,Engineering,1
"Mgts Mandal's Sharadchandrika Suresh Patil Institute Of Technology(Polytechnic), Chopda",Maharashtra,Jalgaon,Civil Engineering; Computer Engineering; Electrical Engineering; Mechanical Engineering,4
"Mhaishal Mahavidyalaya, Mhaishal, Tal. – Miraj, Dist- Sangli",Maharashtra,Sangli,Arts; Commerce,2
MHALSAKANT SHAIKSHNIK VA SAMAJIK SANSTHA CHANDANPURI APPASAHEB BUVAJI RAMBHAU PATIL SENIOR COLLEGE,Maharashtra,Nashik,BSc,1
"Milind College Of Arts,Aurangabad",Maharashtra,Aurangabad,Arts,1
"Milind College Of Science, Place- Aurangabad City (Municipal Corp. Area) , Taluka - Aurangabad City",Maharashtra,Aurangabad,Science,1
Millennium Institute Of Management,Maharashtra,Aurangabad,Management,1
"Milliya Arts Science And Managment Science College, Place- Beed City",Maharashtra,Beed,Arts; Science,2
"Miraj Mahavidyalaya, 705/1 Budhagaonkar Mala, Near Govt. Milk Dairy, MIRAJ-416 410, Tal- Miraj ,Dist-Sangli",Maharashtra,Sangli,Arts; BCA; Commerce; Performing Arts; Science,5
"MIT Academy of Engineering,Alandi, Pune",Maharashtra,Pune,Engineering/BTech,1
"MKD Institute of Technology, Nadurbar",Maharashtra,Nandurbar,Artificial Intelligence; Civil Engineering; Computer Engineering; Electrical Engineering; Mechanical Engineering,5
"MKSSS's Cummins College of Engineering for Women, Karvenagar,Pune",Maharashtra,Pune,Engineering/BTech,1
"MKSSS's Cummins College of Engineering for Women, Pune / Nagpur",Maharashtra,Pune,Computer Engineering; Electronics and Telecommunication; Engineering/BTech; Information Technology; Instrumentation and Control; Mechanical Engineering,6
"Model College (Arts, Commerce And Science), Place- Ghansavangi, Taluka - Ghansavangi",Maharashtra,Jalna,Arts; Commerce; Science,3
"Model College, Dombivli",Maharashtra,Thane,Arts; Commerce; Information Technology; Management; Microbiology; Science,6
"Model College, Kalyan (E)",Maharashtra,Thane,Commerce; Information Technology; Science,3
"Modern College of Education,B.P.Road, Shastri Nagar, Near Housai Kanya School,MALKAPUR – KARAD.Tal- Karad, Dist- Satara",Maharashtra,Satara,Education,1
Modern Education Society Nowrosjee Wadia College,Maharashtra,Pune,BSc; MCA,2
"Modern Education Society's Wadia College of Engineering, Pune",Maharashtra,Pune,Artificial Intelligence and Data Science; Civil Engineering; Computer Engineering; Electrical Engineering; Electronics and Telecommunication; Engineering/BTech; Mechanical Engineering,7
"Modern Education Societys, New Law College",Maharashtra,Mumbai,Education; Law,2
"Mohanrao Patangrao Patil Mahavidyalaya, BORGAON-415 413 Tal : Walwa ,Dist: Sangli",Maharashtra,Sangli,Arts; Commerce; Science,3
Mohinder Singh Kabal Singh Degree College of Arts & Commerce,Maharashtra,Thane,Arts; Commerce,2
Mohini Murari Mayekar Arts & Commerce College,Maharashtra,Ratnagiri,Arts; Commerce,2
"Mokashi Krishi Vikas Prasisthan's Dadasaheb Mokashi Polytechnic, Sadashivgad, Satara",Maharashtra,Satara,Civil Engineering; Computer Engineering,2
"Moreshwar Arts,Commerce & Science College, Bhokardan, Place- Bhokardan City, Taluka - Bhokardan",Maharashtra,Jalna,Arts; Commerce; Science,3
"Mother Kanchan Institute Of Business Management And Computer Application, Place- Osmanabad, Taluka - Osmanabad",Maharashtra,Osmanabad,Computer Applications; Management,2
"MPSS Anandibai Raorane Arts & Commerce College, Vaibhavwadi",Maharashtra,Sindhudurg,Arts; Commerce,2
"MSG-SGKM College of Arts, Science & Commerce",Maharashtra,Mumbai,Arts; Commerce; Science,3
"Msp Mandal'S Sunderrao Solanke Mahavidyalaya Gadhi Road, Place- Majalgaon City, Taluka -",Maharashtra,Beed,Arts; BCA; Commerce; Science,4
"MSP Mandal'S Yeshwantrao Chavan Arts, Commerce & Science College, Place- Ambajogai City, Taluka",Maharashtra,Beed,Arts; Commerce; Science,3
"MSP Mandals Arts, Science And Commerce College, Lohara, Place- Lohara,Taluka - Lohara",Maharashtra,Osmanabad,Arts; Commerce; Science,3
MSS College Of Physical Education,Maharashtra,Jalna,Education; Physical Education,2
"Mudhoji College, PHALTAN-415 523 Tal-Phaltan, Dist-Satara",Maharashtra,Satara,Arts; BCA; Commerce; MCA; Science,5
Mula Education Society Arts Commerce and Science College,Maharashtra,Ahmednagar,BSc,1
Mula Education Society Shri Dnyaneshwar College,Maharashtra,Ahmednagar,BSc; MCA,2
Mumbai Educational Trust Bhujbal Academy of Science and Commerce,Maharashtra,Nashik,BSc,1
Mumbai Educational Trust Institute of Engineering,Maharashtra,Nashik,MCA,1
Mumbai Educational Trust MET Institute of Management,Maharashtra,Nashik,MCA,1
"Mumbai Pradesh Arya Vidya Sabhas Gurukul College of Commerce, Ghatkopar",Maharashtra,Mumbai,Commerce,1
"Mumbra College of Arts & Commerce (Night), Mumbra",Maharashtra,Thane,Arts; Commerce,2
"Mungsaji Maharaj Mv., Darwha",Maharashtra,Yavatmal,Arts; Commerce; Science,3
MVMs College of Commerce and Science,Maharashtra,Mumbai,Commerce; Science,2
"N. B. Navale Sinhgad College of Engineering, Kegaon, solapur",Maharashtra,Solapur,Engineering/BTech,1
N.B. Mehta (Valwada) Science College,Maharashtra,Palghar,Science,1
"N.D. Kasar Institute of Engineering & Technology, Walki",Maharashtra,Ahmednagar,Artificial Intelligence; Computer Engineering; Computer Science; Electronics and Telecommunication Engg; Information Technology,5
N.G. Acharya & D.K. Marathe College of Arts Science & Commerce,Maharashtra,Mumbai,Arts; Commerce; Science,3
"N.K. Varadkar Arts & R.V. Belose Commerce College, Dapoli",Maharashtra,Ratnagiri,Arts; Commerce,2
N.L. Dalmia Institute of Management Studies and Research,Maharashtra,Mumbai,Management,1
"N.M.Azad Education Soc'sCollege of Education, Parbhani Dist. Parbhani",Maharashtra,Parbhani,Education,1
"N.T.S. B.Ed. College of Education, Parbhani Dist. Parbhani",Maharashtra,Parbhani,Education,1
"N.Wadhwani Mv., Yavatmal",Maharashtra,Yavatmal,Arts,1
"N.Y.S.S.'s Datta Meghe College of Engineering, Airoli, Navi Mumbai",Maharashtra,Thane,Engineering/BTech,1
"Nagaon Education Society's Gangamai College of Engineering, Nagaon, Tal Dist Dhule",Maharashtra,Dhule,Engineering/BTech,1
"Nagaon Education Society's Gangamai Polytechnic, Nagaon, Dhule",Maharashtra,Dhule,Civil Engineering; Computer Engineering; Electrical Engineering; Electronics and Telecommunication Engg; Mechanical Engineering,5
NAGAR YUVAK SHIKSHAN SANSTHA NEW HORIZON COLLEGE OF COMMERCE,Maharashtra,Mumbai,Commerce,1
"Nagar Yuvak Shikshan Sanstha, New Horizon Institute of Management Studies",Maharashtra,Mumbai,Management,1
"Nagindas Khandwala College of Commerce, Arts & Management Studies & Shantaben Nagindas Khandwala College of Science",Maharashtra,Mumbai,Arts; Commerce; Management; Science,4
"Nagnath Arts, Commerce & Science College",Maharashtra,Hingoli,Arts; Commerce; Science,3
Nagnathappa Halge College Of Engineering,Maharashtra,Beed,Engineering,1
"Nagnathappa Halge Engineering College, Parli, Beed",Maharashtra,Beed,Civil Engineering; Electrical Engineering; Engineering/BTech; Mechanical Engineering,4
Nagrik Shikshan S. College of Education,Maharashtra,Mumbai,Education,1
Nagrik Shikshan Sansthas College of Commerce & Economics,Maharashtra,Mumbai,Commerce,1
"Nagsen College Of Arts,Aurangabad",Maharashtra,Aurangabad,Arts,1
Nalanda Arts Commerce And Science College,Maharashtra,Aurangabad,Arts; Commerce; Science,3
"Nalanda College Of Computer Science, Place- Ashti City, Taluka - Ashti",Maharashtra,Beed,Computer Science; Science,2
"Nalanda Educational Foundation, Dr. Babasaheb Ambedkar College of Arts, Science & Commerce (Degree",Maharashtra,Mumbai,Arts; Commerce; Science,3
Nalanda Management &Computer Science College,Maharashtra,Jalgaon,Computer Science; Management; Science,3
"Nalanda Nrityakala Mahavidyalaya, Vile Parle",Maharashtra,Mumbai,Performing Arts (Dance),1
"Namdevrao Suryawanshi (Bedake) Mahavidyalaya, PHALTAN – 415 523 Tal – Phaltan, Dist-Satara",Maharashtra,Satara,Arts; Commerce; Science,3
"Namita Education & Welfare Society Siddharth B.Ed. College (English Medium), N.S. Knowledge Centre",Maharashtra,Thane,Education,1
"Nanasaheb Ghatge Arts & Science College, Dethna Tq. Dist. Parbhani",Maharashtra,Parbhani,Arts; Science,2
"Nanasaheb Mahadik College of Engineering & Polytechnic Institute, Walwa, Sangli",Maharashtra,Sangli,Civil Engineering; Computer Engineering; Electrical Engineering; Electronics and Telecommunication Engg; Engineering/BTech; Mechanical Engineering,6
"Nanasaheb Mahadik College of Engineering,Walwa, Sangli.",Maharashtra,Sangli,Engineering/BTech,1
"Narayandas Sarwottamdas Soti Law College, Rajnemi Campus, Woodhouse Road, SANGLI-416 416",Maharashtra,Sangli,Law,1
"Narayanrao Rana Mv., Badnera",Maharashtra,Amravati,Arts; Commerce,2
"Narayanrao Waghmare Mahavidyalaya, Akhada Balpur Tq. Kalamnuri Dist. Hingoli",Maharashtra,Hingoli,Arts; Commerce; Science,3
"Nari GurSahani Law College, Ulhasnagar",Maharashtra,Thane,Law,1
Nashik Gramin Shikshan Prasarak Mandal Brahma Valley Institute of Management,Maharashtra,Nashik,MBA (IT); PG Diploma,2
"Nashik Gramin Shikshan Prasarak Mandals Brahma Valley Polytechnic, Nashik",Maharashtra,Nashik,Civil Engineering; Computer Technology; Electrical Engineering; Electronics and Computer Engineering; Mechanical Engineering,5
"Nashik Institute of Technology, Late Annasaheb Patil Polytechnic , Dindori Road Cannol road ,MERI ,Nashik",Maharashtra,Nashik,Automobile Engineering; Civil Engineering; Computer Engineering; Electrical Engineering; Electronics and Telecommunication Engg; Mechanical Engineering,6
"Nashik Shikshan Prasarak Mandal, Nashik Nashik Shikshan Prasarak Mandal's Computer Science & Administration College, Nashik",Maharashtra,Nashik,BSc,1
"Nath Nangebaba Malti Purpose Mandal's, Polytechnic, Parola, Dist-Jalgaon",Maharashtra,Jalgaon,Civil Engineering; Computer Engineering; Electrical Engineering; Mechanical Engineering,4
"National Arts & Science College, Ambhai, Place- Sillod City, Taluka - Sillod",Maharashtra,Aurangabad,Arts; Science,2
"National Arts & Science College, Fardapur, Place- Fardapur, Taluka - Soygaon",Maharashtra,Aurangabad,Arts; Science,2
"National Arts & Science College, Place- Jalna City (Municipal Corp. Area),Taluka - Jalna City",Maharashtra,Jalna,Arts; Science,2
"National Arts,Commerce And Science College Bhara",Maharashtra,Aurangabad,Arts; Commerce; Science,3
"National Chemical Laboratory, Pune",Maharashtra,Pune,Biological Sciences; Chemical Sciences; Engineering Sciences; Physical Sciences,4
National Institute for the Mentally Handicapped,Maharashtra,Mumbai,Rehabilitation Psychology; Special Education; Vocational Training,3
National Institute Of Electronics & Information Technology,Maharashtra,Aurangabad,Information Technology,1
"National Institute of Electronics & Information Technology(NIELIT), Aurangabad.",Maharashtra,Aurangabad,Electronics Production & Maintenance,1
"National Institute of Oceanography, Council of Scientific & Industrial Research, Dona-Powala, Goa",Goa,North Goa,Oceanography,1
Nav Balodyan Trusts Kohinoor College of Hotel & Tourisum Management Studies,Maharashtra,Mumbai,Management,1
"Nav Maharashtra Shikshan Mandal’s Narsingrao Gurunath Patil Mahavidyalay, Tudiye, Tal. Chandgad, Dist. Kolhapur",Maharashtra,Kolhapur,Arts; Commerce; Science,3
Nava Samaj Mandal Degree College,Maharashtra,Mumbai,Commerce; Management (BMS/BBM); Mass Communication,3
Navgan Shikashan Sanstha Rajuris Arts Science College Telgaon,Maharashtra,Beed,Arts; Science,2
"Navgan Shikshan Sanstha Rajuri'S, Arts & Sci. College, Chousala, Tq. & Dist. Beed",Maharashtra,Beed,Arts,1
"Navgan Shikshan Sanstha Rajuris, Arts And Commerce College, Place- Parali Vaijnath City, Taluka - Parli Vaijanath",Maharashtra,Beed,Arts; Commerce,2
"Navgan Shikshan Sansthas, College Of Physical Education, Place- Beed City,Taluka - Beed",Maharashtra,Beed,Education; Physical Education,2
Navinchandra Mehta Institute of Technology & Management,Maharashtra,Mumbai,Management,1
"Navjeevan Education & Research, Malegaon",Maharashtra,Nashik,Education,1
"Navjeevan Education Society's Polytechnic, Mumbai",Maharashtra,Mumbai,Computer Engineering; Electrical Engineering; Electronics and Telecommunication Engg; Information Technology; Mechanical Engineering,5
Navkokan Education Society's Institute of Management Studies,Maharashtra,Ratnagiri,Education; Management,2
Navmaharashtra Shikshan Mandal Abasaheb Kakade Art's College,Maharashtra,Ahmednagar,BSc,1
"Navneet Bahuuddeshya Sanstha, Kinkar Institute Of Technology,Seloo,Dist.Wardha",Maharashtra,Wardha,Civil Engineering; Computer Engineering; Electrical Engineering; Mechanical Engineering,4
"Navneet Education Society, Science Night College",Maharashtra,Mumbai,Education; Science,2
"Navnirman Shikshan Sanstha S. P. Hegshetye Arts, Commerce and Science College",Maharashtra,Ratnagiri,Arts; Commerce; Science,3
"Navnirman Shikshan Sansthas College of Arts, Commerce & Science",Maharashtra,Ratnagiri,Arts; Commerce; Science,3
"Navnirman Shikshan Sansthas Laxmibai Sitaram Halbe Arts, Science and Commerce College, Dondamarg",Maharashtra,Sindhudurg,Arts; Commerce; Science,3
Navsahyadri Education Society Navsahyadri Senior College Pune,Maharashtra,Pune,BSc,1
Navsahyadri Education Society's Group of Institutions,Maharashtra,Pune,Civil Engineering; Computer Engineering; Electrical Engineering; Engineering/BTech; Information Technology; Mechanical Engineering,6
"Navyug Vidhyapeeth Trust College College of Hotel & Tourism Management, Mahad",Maharashtra,Raigad,Management,1
"NBN Sinhgad Technical Institutes Campus, Pune",Maharashtra,Pune,Engineering/BTech,1
"NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic, Nashik",Maharashtra,Nashik,Artificial Intelligence; Computer Technology; Electrical Engineering; Electronics and Telecommunication Engg; Information Technology; Mechanical Engineering,6
Nehru Arts & Comm Mv. Nerparsopant,Maharashtra,Yavatmal,Arts,1
"Neitizens College of Computer Science & Professional Studies, Latur Dist. Latur",Maharashtra,Hingoli,Computer Science; Science,2
"Nemgonda Dada Patil Night College of Arts & Commerce, SANGLI-416 416",Maharashtra,Sangli,Arts; Commerce,2
"Netaji Subhashchandra Bose Adhyapak Mahavidyalaya, Kingaon Tq.Ahemadpur Dist. Latur",Maharashtra,Hingoli,Education,1
"Netaji Subhashchandra Bose Edu Trust,Netaji Polytechnic.,Dhule",Maharashtra,Dhule,Civil Engineering; Computer Engineering; Electrical Engineering; Electronics and Telecommunication Engg; Mechanical Engineering,5
"Netizan College Of Computer Science And It, Dic Road, Osmanabad",Maharashtra,Osmanabad,Computer Science; Science,2
"New Education Society Arts, Commerce and Science College, Lanja",Maharashtra,Ratnagiri,Arts; Commerce; Education; Science,4
"New Horizon Institute of Technology & Management, Thane",Maharashtra,Thane,Engineering/BTech,1
"New Institute of Technology, Kolhapur",Maharashtra,Kolhapur,Artificial Intelligence; Automobile Engineering; Civil Engineering; Electrical Engineering; Electronics and Computer Engineering; Mechanical Engineering,6
"New Kohinoor Arts,Commerce & Science College Chowka Tq. Dist Aurangabad",Maharashtra,Aurangabad,Arts; Commerce; Science,3
"New Satara Shikshan Sankul,New Satara College of Engineering & Management, Pandharpur",Maharashtra,Solapur,Civil Engineering; Computer Engineering; Electronics and Telecommunication Engg; Information Technology; Mechanical Engineering,5
"Night College of Arts & Commerce, Azad Chowk, KOLHAPUR-416 002",Maharashtra,Kolhapur,Arts; Commerce,2
"Night College of Arts & Commerce, Plot no. 588, A, Industrial Estate, ICHALKARANJI-416115Tal-Hatkanangale, Dist- Kolhapur",Maharashtra,Kolhapur,Arts; Commerce,2
"Nikam Institute of Technology(Polytechnic),Dhule",Maharashtra,Dhule,Civil Engineering; Computer Engineering; Electrical Engineering; Mechanical Engineering,4
"Nimbkar Agri. Research Institute, Phaltan, Dist.Satara",Maharashtra,Satara,Agriculture Research,1
"Ninaidevi Shikshan Prasarak Mandal,Shri. Shivajirao Deshmukh Institute of Technology, Shirala, Sangli",Maharashtra,Sangli,Computer Engineering; Mechanical Engineering,2
"Niora Arts, Commerce Mahila Mahavidyalaya, Gadhinglaj, Tal-Gadhinglaj, Dist-Kolhapur",Maharashtra,Kolhapur,Arts; Commerce,2
Niranjana Majithia College of Commerce,Maharashtra,Mumbai,Commerce,1
"Nirmal Degree College of Commerce, Kandivali",Maharashtra,Mumbai,Commerce,1
"Nirmal Krida Va Samaj Prabodhan Trusts, Institute Of Management, Badnapur, Place- Badanapur, Taluka",Maharashtra,Jalna,Management,1
Nirmala College of Commerce,Maharashtra,Mumbai,Commerce,1
Nirmala Memorial Foundation College of B.Ed.,Maharashtra,Mumbai,Education,1
